GO_set,Term,Overlap,P.value,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,FDR_allGO
Biological Process,glycerophospholipid metabolic process (GO:0006650),2/80,0.032022739247915426,0.14675452775849865,7.4856711915535445,25.7605078449671,ABHD12;CSF1R,1
Biological Process,generation of neurons (GO:0048699),3/202,0.033911189878123325,0.14675452775849865,4.439585989649741,15.023604424414179,FZD3;ACSL4;DISC1,1
Biological Process,regulation of defense response (GO:0031347),2/83,0.03425593549427131,0.14675452775849865,7.207334785766158,24.31679389751448,AKNA;IRF1,1
Biological Process,regulation of interleukin-1 beta production (GO:0032651),2/83,0.03425593549427131,0.14675452775849865,7.207334785766158,24.31679389751448,GBP5;IFNG,1
Biological Process,peptide metabolic process (GO:0006518),2/83,0.03425593549427131,0.14675452775849865,7.207334785766158,24.31679389751448,GSTK1;ANPEP,1
Biological Process,negative regulation of extracellular matrix organization (GO:1903054),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,TNFRSF1B,1
Biological Process,regulation of cell-cell adhesion mediated by integrin (GO:0033632),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,CD3E,1
Biological Process,negative regulation of lymphocyte apoptotic process (GO:0070229),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,PRKCQ,1
Biological Process,cell differentiation involved in metanephros development (GO:0072202),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,STAT1,1
Biological Process,regulation of T-helper 17 type immune response (GO:2000316),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,PRKCQ,1
Biological Process,regulation of tau-protein kinase activity (GO:1902947),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,IFNG,1
Biological Process,granulocyte migration (GO:0097530),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,ADGRE2,1
Biological Process,positive regulation of mesenchymal cell proliferation (GO:0002053),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,STAT1,1
Biological Process,modulation by symbiont of host process (GO:0044003),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,PGK1,1
Biological Process,production of siRNA involved in RNA interference (GO:0030422),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,HENMT1,1
Biological Process,myeloid dendritic cell differentiation (GO:0043011),1/10,0.03446129648195661,0.14675452775849865,32.07890499194847,108.03913520130237,UBD,1
Biological Process,regulation of inflammatory response (GO:0050727),3/206,0.03562619777098217,0.14675452775849865,4.351224174693037,14.509914207572544,AKNA;IFNG;TNFRSF1B,1
Biological Process,regulation of neuron death (GO:1901214),2/86,0.03654820552748481,0.14675452775849865,6.9488795518207285,22.99469847199605,IFNG;TNFRSF1B,1
Biological Process,negative regulation of angiogenesis (GO:0016525),2/87,0.03732517309213464,0.14675452775849865,6.866782006920415,22.57857869602406,STAT1;PGK1,1
Biological Process,negative regulation of interleukin-17 production (GO:0032700),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,IFNG,1
Biological Process,cell proliferation in forebrain (GO:0021846),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,AKNA,1
Biological Process,cell-cell junction maintenance (GO:0045217),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,CSF1R,1
Biological Process,cellular response to UV-A (GO:0071492),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,TIMP1,1
Biological Process,regulation of mast cell activation involved in immune response (GO:0033006),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,ADGRE2,1
Biological Process,regulation of melanin biosynthetic process (GO:0048021),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,ZEB2,1
Biological Process,regulation of mesenchymal cell proliferation (GO:0010464),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,STAT1,1
Biological Process,regulation of myeloid leukocyte mediated immunity (GO:0002886),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,ADGRE2,1
Biological Process,organophosphate catabolic process (GO:0046434),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,ABHD12,1
Biological Process,regulation of T cell apoptotic process (GO:0070232),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,PRKCQ,1
Biological Process,positive regulation of cellular respiration (GO:1901857),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,IFNG,1
Biological Process,regulation of T cell mediated immunity (GO:0002709),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,TNFRSF1B,1
Biological Process,interleukin-35-mediated signaling pathway (GO:0070757),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,STAT1,1
Biological Process,positive regulation of myelination (GO:0031643),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,TNFRSF1B,1
Biological Process,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,IFNG,1
Biological Process,metanephric mesenchyme development (GO:0072075),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,STAT1,1
Biological Process,monocyte differentiation (GO:0030224),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,CSF1R,1
Biological Process,negative regulation of activated T cell proliferation (GO:0046007),1/11,0.037842362503763806,0.14675452775849865,28.869565217391305,94.52837096535384,BTN2A2,1
Biological Process,negative regulation of multicellular organismal process (GO:0051241),3/214,0.03918869278620321,0.15050729838179494,4.184551177760486,13.555297091823652,IFNG;BTN2A2;TIMP1,1
Biological Process,positive regulation of protein modification process (GO:0031401),3/214,0.03918869278620321,0.15050729838179494,4.184551177760486,13.555297091823652,CSF1R;CCND2;IFNG,1
Biological Process,positive regulation of protein phosphorylation (GO:0001934),4/371,0.041065354290317976,0.15489082728658898,3.2306167946494924,10.314036404639698,CSF1R;RASSF2;CCND2;IFNG,1
Biological Process,ganglion development (GO:0061548),1/12,0.04121175798431784,0.15489082728658898,26.243741765480895,83.69212377043256,FZD3,1
Biological Process,positive regulation of leukocyte proliferation (GO:0070665),1/12,0.04121175798431784,0.15489082728658898,26.243741765480895,83.69212377043256,CSF1R,1
Biological Process,positive regulation of T-helper 17 type immune response (GO:2000318),1/12,0.04121175798431784,0.15489082728658898,26.243741765480895,83.69212377043256,PRKCQ,1
Biological Process,Wnt signaling pathway (GO:0016055),2/92,0.04130422060975706,0.15489082728658898,6.483660130718954,20.66206709525085,FZD3;CCDC88C,1
Biological Process,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),5/547,0.04259120103986532,0.15896715881076492,2.7516321317059322,8.684447070626073,CIITA;IFNG;MIDEAS;IRF1;GAPDH,1
Biological Process,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.0438878465760517,0.15960707400986107,3.9931789018707367,12.48314780584296,STAT1;UBD;GAPDH,1
Biological Process,cellular response to interleukin-15 (GO:0071350),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,GRB2,1
Biological Process,regulation of homotypic cell-cell adhesion (GO:0034110),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,PRKCQ,1
Biological Process,entry into host (GO:0044409),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,GRB2,1
Biological Process,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,PRKCQ,1
Biological Process,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,PRKCQ,1
Biological Process,high-density lipoprotein particle assembly (GO:0034380),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,PRKACB,1
Biological Process,interleukin-15-mediated signaling pathway (GO:0035723),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,GRB2,1
Biological Process,macrophage activation involved in immune response (GO:0002281),1/13,0.044569522553697054,0.15960707400986107,24.055555555555557,74.82973704934292,IFNG,1
Biological Process,positive regulation of defense response (GO:0031349),2/98,0.046279519473212044,0.1596146673045812,6.076593137254902,18.673709540062116,GBP5;IFNG,1
Biological Process,inflammatory response (GO:0006954),3/230,0.0468369803947929,0.1596146673045812,3.886448813202709,11.896739317156834,CSF1R;CIITA;IFNG,1
Biological Process,"negative regulation of transcription, DNA-templated (GO:0045892)",7/948,0.047514626539035466,0.1596146673045812,2.2421773526980755,6.831281400555159,CIITA;ZEB2;IFNG;STAT1;MIDEAS;IRF1;IRF8,1
Biological Process,protein modification by small protein conjugation or removal (GO:0070647),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,UBD,1
Biological Process,"negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)",1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,PTTG1IP,1
Biological Process,negative regulation of neuroinflammatory response (GO:0150079),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,TNFRSF1B,1
Biological Process,cell junction maintenance (GO:0034331),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,CSF1R,1
Biological Process,negative regulation of T cell differentiation (GO:0045581),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,IRF1,1
Biological Process,regulation of integrin-mediated signaling pathway (GO:2001044),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,TIMP1,1
Biological Process,regulation of nitric-oxide synthase biosynthetic process (GO:0051769),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,IFNG,1
Biological Process,regulation of trophoblast cell migration (GO:1901163),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,TIMP1,1
Biological Process,response to UV-A (GO:0070141),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,TIMP1,1
Biological Process,positive regulation of macrophage chemotaxis (GO:0010759),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,CSF1R,1
Biological Process,positive regulation of protein deacetylation (GO:0090312),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,IFNG,1
Biological Process,monoacylglycerol metabolic process (GO:0046462),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,ABHD12,1
Biological Process,myeloid dendritic cell activation (GO:0001773),1/14,0.04791569572777685,0.1596146673045812,22.204013377926422,67.46272365268403,UBD,1
Biological Process,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),2/100,0.04798478677458479,0.1596146673045812,5.951980792316927,18.075399411278084,MARCHF1;HLA-DMB,1
Molecular Function,G protein-coupled receptor binding (GO:0001664),3/143,0.013821788750629383,0.16043285251055492,6.3294243070362475,27.099487369520116,GNA15;GNA12;CCDC88C,1
Molecular Function,RNA 2'-O-methyltransferase activity (GO:0062105),1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,HENMT1,1
Molecular Function,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor (GO:0016668)",1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,PGK1,1
Molecular Function,interferon receptor activity (GO:0004904),1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,IFNGR2,1
Molecular Function,tumor necrosis factor binding (GO:0043120),1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,TNFRSF1B,1
Molecular Function,cAMP-dependent protein kinase activity (GO:0004691),1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,PRKACB,1
Molecular Function,histone acetyltransferase activity (H3-K23 specific) (GO:0043994),1/5,0.017379513575201528,0.16043285251055492,72.19565217391305,292.57021981956115,BRPF1,1
Molecular Function,SH3 domain binding (GO:0017124),2/62,0.0199478537338537,0.16043285251055492,9.740196078431373,38.12930004404505,GRB2;CD3E,1
Molecular Function,PDZ domain binding (GO:0030165),2/63,0.020555886945753842,0.16043285251055492,9.580038572806172,37.21469361500702,FZD3;CCDC88C,1
Molecular Function,cyclic nucleotide-dependent protein kinase activity (GO:0004690),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,PRKACB,1
Molecular Function,dopamine receptor binding (GO:0050780),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,GNA12,1
Molecular Function,arachidonate-CoA ligase activity (GO:0047676),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,ACSL4,1
Molecular Function,G protein-coupled serotonin receptor binding (GO:0031821),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,GNA15,1
Molecular Function,neurotrophin TRK receptor binding (GO:0005167),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,GRB2,1
Molecular Function,neurotrophin TRKA receptor binding (GO:0005168),1/6,0.020819530478468958,0.16043285251055492,57.7536231884058,223.6141610659621,GRB2,1
Biological Process,regulation of cell population proliferation (GO:0042127),6/764,0.05080049838449929,0.16363052980430345,2.371207124010554,7.065839446946794,CSF1R;CCND2;IFNG;STAT1;IRF1;TIMP1,1
Biological Process,anterograde synaptic vesicle transport (GO:0048490),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,AP3M2,1
Biological Process,neurotrophin TRK receptor signaling pathway (GO:0048011),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,GRB2,1
Biological Process,positive regulation of cell killing (GO:0031343),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,IFNG,1
Biological Process,positive regulation of exosomal secretion (GO:1903543),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,IFNG,1
Biological Process,interleukin-27-mediated signaling pathway (GO:0070106),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,STAT1,1
Biological Process,positive regulation of osteoclast differentiation (GO:0045672),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,IFNG,1
Biological Process,synaptic vesicle transport along microtubule (GO:0099517),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,AP3M2,1
Biological Process,mammary gland epithelium development (GO:0061180),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,CSF1R,1
Biological Process,protein kinase A signaling (GO:0010737),1/15,0.05125031688210259,0.16363052980430345,20.616977225672876,61.25372955093302,PRKACB,1
Biological Process,regulation of insulin secretion (GO:0050796),2/104,0.051463194489866755,0.16365295847777628,5.717416378316032,16.96293631313209,IFNG;ACSL4,1
Biological Process,positive regulation of cellular metabolic process (GO:0031325),2/105,0.05234665264163601,0.16579915876534113,5.661621930325528,16.701033315748273,IFNG;GRB2,1
Biological Process,small GTPase mediated signal transduction (GO:0007264),2/106,0.0532355569669746,0.16601461416986768,5.606900452488688,16.445200179837933,CCDC88C;GRB2,1
Biological Process,negative regulation of epithelial cell differentiation (GO:0030857),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,IFNG,1
Biological Process,regulation of amyloid-beta clearance (GO:1900221),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,IFNG,1
Biological Process,regulation of mast cell degranulation (GO:0043304),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,ADGRE2,1
Biological Process,response to organophosphorus (GO:0046683),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,STAT1,1
Biological Process,killing by host of symbiont cells (GO:0051873),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,GAPDH,1
Biological Process,sympathetic nervous system development (GO:0048485),1/16,0.05457342529634374,0.16601461416986768,19.241545893719806,55.958422143360416,FZD3,1
Biological Process,Fc-epsilon receptor signaling pathway (GO:0038095),2/111,0.05776011052813745,0.16601461416986768,5.348354020507285,15.250600819372579,PRKCQ;GRB2,1
Biological Process,activation of protein kinase A activity (GO:0034199),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,PRKACB,1
Biological Process,negative regulation of execution phase of apoptosis (GO:1900118),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,FZD3,1
Biological Process,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,PTTG1IP,1
Biological Process,regulation of cellular respiration (GO:0043457),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,IFNG,1
Biological Process,cellular modified amino acid catabolic process (GO:0042219),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,ABHD12,1
Biological Process,negative regulation of viral entry into host cell (GO:0046597),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,CIITA,1
Biological Process,regulation of metal ion transport (GO:0010959),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,EPB41,1
Biological Process,regulation of NLRP3 inflammasome complex assembly (GO:1900225),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,GBP5,1
Biological Process,epithelial cell morphogenesis (GO:0003382),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,CCDC88C,1
Biological Process,positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,CCND2,1
Biological Process,positive regulation of cytokine production involved in inflammatory response (GO:1900017),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,GBP5,1
Biological Process,response to purine-containing compound (GO:0014074),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,STAT1,1
Biological Process,RNA interference (GO:0016246),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,HENMT1,1
Biological Process,ruffle organization (GO:0031529),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,CSF1R,1
Biological Process,positive regulation of telomere capping (GO:1904355),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,PRKCQ,1
Biological Process,positive regulation of transcription of Notch receptor target (GO:0007221),1/17,0.05788506010088898,0.16601461416986768,18.03804347826087,51.395724355594396,STAT1,1
Biological Process,Fc receptor signaling pathway (GO:0038093),2/112,0.05868069909742433,0.16601461416986768,5.2994652406417115,15.027398996492762,PRKCQ;GRB2,1
Biological Process,positive regulation of phosphorylation (GO:0042327),3/253,0.05902148607838118,0.16601461416986768,3.524776119402985,9.974600850847837,CSF1R;CCND2;IFNG,1
Biological Process,positive regulation of kinase activity (GO:0033674),2/114,0.06053718319677837,0.16601461416986768,5.204306722689076,14.595465216120092,CSF1R;RASSF2,1
Biological Process,negative regulation of biosynthetic process (GO:0009890),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,CIITA,1
Biological Process,pulmonary valve development (GO:0003177),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,TNFRSF1B,1
Biological Process,regulation of adaptive immune response (GO:0002819),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,IRF1,1
Biological Process,regulation of cellular protein catabolic process (GO:1903362),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,PTTG1IP,1
Biological Process,negative regulation of signal transduction by p53 class mediator (GO:1901797),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,PTTG1IP,1
Biological Process,regulation of platelet aggregation (GO:0090330),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,PRKCQ,1
Biological Process,positive regulation of amyloid-beta formation (GO:1902004),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,IFNG,1
Biological Process,positive regulation of cell adhesion mediated by integrin (GO:0033630),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,CD3E,1
Biological Process,G protein-coupled acetylcholine receptor signaling pathway (GO:0007213),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,GNA15,1
Biological Process,positive regulation of glial cell differentiation (GO:0045687),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,TNFRSF1B,1
Biological Process,positive regulation of interleukin-4 production (GO:0032753),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,PRKCQ,1
Biological Process,interleukin-6-mediated signaling pathway (GO:0070102),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,STAT1,1
Biological Process,positive regulation of nervous system process (GO:0031646),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,TNFRSF1B,1
Biological Process,positive regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033141),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,IFNG,1
Biological Process,long-chain fatty-acyl-CoA biosynthetic process (GO:0035338),1/18,0.061185260316693364,0.16601461416986768,16.97612958226769,47.42874202866335,ACSL4,1
Biological Process,regulation of protein binding (GO:0043393),2/118,0.0643101023129096,0.16641844655272603,5.023833671399594,13.785593252576055,EPB41;DISC1,1
Biological Process,positive regulation of protein-containing complex assembly (GO:0031334),2/118,0.0643101023129096,0.16641844655272603,5.023833671399594,13.785593252576055,GBP5;IFNG,1
Biological Process,regulation of collagen biosynthetic process (GO:0032965),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,CIITA,1
Biological Process,regulation of epithelial cell differentiation (GO:0030856),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,IFNG,1
Biological Process,regulation of exosomal secretion (GO:1903541),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,IFNG,1
Biological Process,cellular response to glucagon stimulus (GO:0071377),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,PRKACB,1
Biological Process,regulation of neuroinflammatory response (GO:0150077),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,TNFRSF1B,1
Biological Process,regulation of oligodendrocyte differentiation (GO:0048713),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,TNFRSF1B,1
Biological Process,regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033139),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,IFNG,1
Biological Process,piRNA metabolic process (GO:0034587),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,HENMT1,1
Biological Process,regulation of T cell cytokine production (GO:0002724),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,TNFRSF1B,1
Biological Process,positive regulation of cellular protein catabolic process (GO:1903364),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,PTTG1IP,1
Biological Process,glycerolipid catabolic process (GO:0046503),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,ABHD12,1
Biological Process,positive regulation of macrophage migration (GO:1905523),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,CSF1R,1
Biological Process,myeloid cell activation involved in immune response (GO:0002275),1/19,0.06447406482797437,0.16641844655272603,16.03220611916264,43.95216853322471,IFNG,1
Biological Process,positive regulation of cellular process (GO:0048522),5/625,0.06772215952690662,0.17099191222992846,2.3957816377171217,6.450263126364282,CSF1R;CCND2;IFNG;TIMP1;TNFRSF1B,1
Biological Process,regulation of granulocyte chemotaxis (GO:0071622),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,CSF1R,1
Biological Process,negative regulation of viral life cycle (GO:1903901),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,CIITA,1
Biological Process,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,CCND2,1
Biological Process,positive regulation of interferon-alpha production (GO:0032727),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,STAT1,1
Biological Process,positive regulation of nitrogen compound metabolic process (GO:0051173),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,IFNG,1
Biological Process,production of small RNA involved in gene silencing by RNA (GO:0070918),1/20,0.06775151239299053,0.17099191222992846,15.187643020594965,40.88374528633187,HENMT1,1
Biological Process,non-canonical Wnt signaling pathway (GO:0035567),2/124,0.07011398188929267,0.1726575691340935,4.775313404050145,12.691030719512309,FZD3;CCDC88C,1
Biological Process,defense response to symbiont (GO:0140546),2/124,0.07011398188929267,0.1726575691340935,4.775313404050145,12.691030719512309,STAT1;IRF1,1
Biological Process,negative regulation of peptidyl-serine phosphorylation (GO:0033137),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,RASSF2,1
Biological Process,negative regulation of reproductive process (GO:2000242),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,TIMP1,1
Biological Process,regulation of fibroblast migration (GO:0010762),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,GNA12,1
Biological Process,neuron apoptotic process (GO:0051402),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,GAPDH,1
Biological Process,neurotrophin signaling pathway (GO:0038179),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,GRB2,1
Biological Process,positive regulation of glycolytic process (GO:0045821),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,IFNG,1
Biological Process,response to glucagon (GO:0033762),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,PRKACB,1
Biological Process,positive regulation of phosphatase activity (GO:0010922),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,IFNG,1
Biological Process,positive regulation of purine nucleotide metabolic process (GO:1900544),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,IFNG,1
Biological Process,positive regulation of transcription regulatory region DNA binding (GO:2000679),1/21,0.07101764164383469,0.1726575691340935,14.427536231884059,38.15833677729338,IFNG,1
Biological Process,negative regulation of lymphocyte activation (GO:0051250),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,LST1,1
Biological Process,cell projection assembly (GO:0030031),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,PARVB,1
Biological Process,regulation of execution phase of apoptosis (GO:1900117),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,FZD3,1
Biological Process,regulation of macrophage chemotaxis (GO:0010758),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,CSF1R,1
Biological Process,osteoclast differentiation (GO:0030316),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,CSF1R,1
Biological Process,regulation of platelet activation (GO:0010543),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,PRKCQ,1
Biological Process,positive regulation of amyloid precursor protein catabolic process (GO:1902993),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,IFNG,1
Biological Process,fatty-acyl-CoA metabolic process (GO:0035337),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,ACSL4,1
Biological Process,glutathione derivative biosynthetic process (GO:1901687),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,GSTK1,1
Biological Process,glutathione derivative metabolic process (GO:1901685),1/22,0.07427249108472932,0.17469417281763255,13.739820565907522,35.72373458022456,GSTK1,1
